Report_ID,Company,Mine_Site,Report_Date,Shift_Covered,HPI_Reported,Number_of_HPIs,Dominant_Incident_Type,Max_Severity_Level,Primary_Location,Dominant_Causal_Factor,Dominant_Root_Cause,Daily_Production_tons,Major_Equipment_Involved,Equipment_Availability_pct,Geological_Condition,Seismic_Activity,Weather,Dominant_Task,Worker_Category_Most_Affected,Workforce_Size,Overtime_Hours,Year,Environmental_Risk_Score,Task_Complexity_Score,Month,Day_of_Week,Is_Weekend,Quarter,Severity_Score,Days_Since_Last_Incident,Weather_Risk_Score,Equipment_Age_Risk,Worker_Training_Level,Training_Risk_Score,Shift_Risk_Score,Composite_Risk_Score,Location_Incident_Count,Days_Since_Last_Same_Location,Season,Equipment_Risk_Score,Task_Shift_Risk,Previous_Incident_Exposure,Weather_Task_Risk,Composite_Safety_Index,Risk_Category
IN-20-07-2025-010,AngloGold Ashanti,Ahafo,7/20/2025,Day,Yes,1,Chemical,Medium,Tailings Dam,Lack of Risk Assessment,Procedural Failure,26760,Truck,95.6,Moderate Fracturing,Low,Rain,Driving,Supervisor,960,14,2025,4,2,7,6,1,3,1,2.429941622,4,3,Basic,4,2,2.45,178,5,Major Rainy Season,2,1,1,3,30.54585902,Medium Risk
IN-07-08-2025-010,Newmont,Tarkwa,8/7/2025,Day,No,0,Chemical,Medium,Tailings Dam,Design / Layout Deficiency,Environmental Condition,19937,Excavator,70.6,Stable,Moderate,Clear,Maintenance,Operator,891,0,2025,4,4,8,3,0,3,1,1.127373295,1,2,Intermediate,3,2,2.4,178,18,Major Rainy Season,4,3,1,1,48.41053135,Medium Risk
IN-25-08-2025-010,AngloGold Ashanti,Ahafo,8/25/2025,Night,No,0,Chemical,Low,Tailings Dam,Unsafe Driving,Environmental Condition,42597,Loader,80.3,Moderate Fracturing,Low,Clear,Welding,Supervisor,715,15,2025,4,5,8,0,0,3,0,10.60837503,1,3,Intermediate,3,4,2.4,178,18,Major Rainy Season,2,4,1,1,39.76427605,Medium Risk
IN-14-09-2025-010,Newmont,Tarkwa,9/14/2025,Day,Yes,1,Equipment,Low,Tailings Dam,Inadequate Supervision,Training Deficiency,14278,Truck,79.7,Stable,Low,Clear,Maintenance,Supervisor,1110,0,2025,1,4,9,6,1,3,0,0.024543413,1,3,Intermediate,3,2,1.3,178,20,Transition Season,2,3,1,1,20.78845228,Low Risk
IN-19-09-2025-010,AngloGold Ashanti,Tarkwa,9/19/2025,Day,No,0,Vehicle,Low,Tailings Dam,Design / Layout Deficiency,Human Behaviour,20436,,95.4,Moderate Fracturing,Low,Fog,Driving,Driver,207,7,2025,2,2,9,4,0,3,0,1.525657501,2,3,Intermediate,3,2,1.35,178,5,Transition Season,2,1,1,1,2.884461878,Low Risk
IN-26-09-2025-010,AngloGold Ashanti,Damang,9/26/2025,Day,No,0,Vehicle,Medium,Tailings Dam,Unsafe Driving,Equipment Failure,14636,Truck,67.8,Moderate Fracturing,Moderate,Clear,Equipment Operation,Welder,216,40,2025,2,4,9,4,0,3,1,6.705306472,1,2,Basic,4,2,1.95,178,7,Transition Season,2,3,1,1,32.7685819,Medium Risk
IN-04-11-2025-010,AngloGold Ashanti,Ahafo,11/4/2025,Day,Yes,1,Electrical,Critical Potential,Tailings Dam,Human Error,Equipment Failure,43769,,83.4,Stable,Low,Clear,Lifting,Operator,926,34,2025,1,3,11,1,0,4,3,5.301018706,1,5,Basic,4,2,2.25,178,39,Transition Season,2,3,1,1,50.51694,High Risk
IN-04-11-2025-010,Gold Fields,Tarkwa,11/4/2025,Day,Yes,1,Fire,Low,Tailings Dam,Environmental Conditions,Procedural Failure,37503,,83.1,Highly Fractured,Low,Fog,Welding,Driver,216,8,2025,3,5,11,1,0,4,0,4.093826572,2,4,Intermediate,3,2,2.05,178,0,Transition Season,2,3,1,1,29.88481531,Low Risk
IN-26-11-2025-010,AngloGold Ashanti,Ahafo,11/26/2025,Night,Yes,1,Equipment,Critical Potential,Tailings Dam,Lack of Risk Assessment,Procedural Failure,41862,Excavator,72.6,Stable,High,Clear,Equipment Operation,Welder,954,12,2025,1,4,11,2,0,4,3,0.700092406,1,3,Basic,4,4,2.6,178,22,Transition Season,4,4,1,1,85.13471322,Critical Risk
IN-26-11-2025-010,Gold Fields,Tarkwa,11/26/2025,Day,Yes,1,Fire,Critical Potential,Tailings Dam,Human Error,Environmental Condition,23429,Truck,66.4,Stable,Low,Extreme Heat,Lifting,Mechanic,978,29,2025,3,3,11,2,0,4,3,1.116728375,4,4,Basic,4,2,3.05,178,0,Transition Season,2,3,1,3,69.0826694,High Risk
IN-01-12-2025-010,Gold Fields,Damang,12/1/2025,Night,No,0,Vehicle,Critical Potential,Tailings Dam,Human Error,Procedural Failure,25221,Loader,76.7,Moderate Fracturing,Low,High Dust,Welding,Supervisor,1024,34,2025,2,5,12,0,0,4,3,2.289413016,,4,Intermediate,3,4,,178,5,Dry Season,2,4,1,3,82.73254681,Critical Risk
IN-13-12-2025-010,Newmont,Tarkwa,12/13/2025,Day,Yes,1,Electrical,Medium,Tailings Dam,Human Error,Training Deficiency,30898,Excavator,86.3,Highly Fractured,Low,Extreme Heat,Maintenance,Driver,408,37,2025,1,4,12,5,1,4,1,9.5356229,4,5,Intermediate,3,2,1.95,178,12,Dry Season,4,3,1,3,66.97626075,High Risk
IN-27-06-2020-010,Noble Gold Bibiani Ltd,Bibiani Mine,6/27/2020,Night,Yes,1,Vehicle Incident,Critical Potential,Workshop,Human Error / Fatigue,Human Error,4723.775717,Vehicle,79.39004721,Moderate,Low,Clear,Driving,Driver,347,30.32643433,2020,2,2,6,5,1,2,3,10.19244004,1,4,Intermediate,3,4,2.5,177,999,Major Rainy Season,3,2,1,1,56.52528621,High Risk
IN-28-07-2020-010,Noble Gold Bibiani Ltd,Bibiani Mine,7/28/2020,Day,Yes,1,Personal Injury,Critical Potential,Workshop,Poor Ground / Weather Conditions,Human Error,5867.486157,,81.75357152,Moderate,Low,Rain,Unknown,Unknown,471,50,2020,1,3,7,1,0,3,3,2.2855358,4,2,Basic,4,2,2.55,177,31,Major Rainy Season,2,1,1,1,50.80567566,High Risk
IN-29-08-2020-010,Noble Gold Bibiani Ltd,Bibiani Mine,8/29/2020,Unknown,Yes,1,Fire,Critical Potential,Workshop,Human Error / Fatigue,Human Error,3405.406839,Fire / Explosion Source,75.26762638,Moderate,Low,Clear,Unknown,Unknown,340,18.40902843,2020,3,3,8,5,1,3,3,0.04686871,1,2,Basic,4,3,2.85,177,32,Major Rainy Season,2,1,1,1,46.44308884,Medium Risk
IN-08-04-2021-010,Gold Fields,Obuasi,4/8/2021,Day,No,0,Vehicle,Critical Potential,Workshop,Inadequate Supervision,Equipment Failure,38719,Excavator,76.5,Moderate Fracturing,Low,Clear,Equipment Operation,Operator,968,21,2021,2,4,4,3,0,2,3,4.701949075,1,2,Basic,4,2,2.65,177,222,Minor Rainy Season,4,3,1,1,72.3707906,Critical Risk
IN-12-04-2021-010,Newmont,Ahafo,4/12/2021,Day,Yes,1,Fall of Ground,Critical Potential,Workshop,Human Error,Procedural Failure,20646,Excavator,84.7,Stable,Moderate,Clear,Welding,Driver,1121,36,2021,1,5,4,0,0,2,3,0.243919266,1,2,Intermediate,3,2,2.5,177,4,Minor Rainy Season,4,3,1,1,78.58269175,Critical Risk
IN-13-05-2021-010,AngloGold Ashanti,Tarkwa,5/13/2021,Night,Yes,1,Electrical,Critical Potential,Workshop,Human Error,Environmental Condition,18261,Crusher,86.6,Highly Fractured,Moderate,Extreme Heat,Lifting,Supervisor,220,33,2021,1,3,5,3,0,2,3,9.119034041,4,4,Basic,4,4,2.75,177,31,Minor Rainy Season,2,4,1,3,81.84659201,Critical Risk
IN-15-05-2021-010,AngloGold Ashanti,Damang,5/15/2021,Day,Yes,1,Fall of Ground,High Potential,Workshop,Lack of Risk Assessment,Human Behaviour,22343,Crusher,66.1,Moderate Fracturing,Moderate,Rain,Driving,Driver,1093,16,2021,1,2,5,5,1,2,2,3.037966029,4,5,Basic,4,2,2.05,177,2,Minor Rainy Season,2,1,1,3,42.52598865,Medium Risk
IN-02-06-2021-010,Newmont,Tarkwa,6/2/2021,Night,No,0,Fall of Ground,Medium,Workshop,Unsafe Driving,Training Deficiency,26116,Crusher,77.7,Moderate Fracturing,Moderate,Rain,Equipment Operation,Operator,719,33,2021,1,4,6,2,0,2,1,0.860484377,4,2,Basic,4,4,2.2,177,18,Major Rainy Season,2,4,1,3,64.09823391,High Risk
IN-04-08-2021-010,AngloGold Ashanti,Ahafo,8/4/2021,Day,No,0,Equipment,High Potential,Workshop,Human Error,Procedural Failure,8471,,71.1,Stable,High,Clear,Equipment Operation,Driver,1061,44,2021,1,4,8,2,0,3,2,0.164704752,1,3,Intermediate,3,2,2,177,63,Major Rainy Season,2,3,1,1,44.74871153,Medium Risk
IN-13-08-2021-010,AngloGold Ashanti,Tarkwa,8/13/2021,Night,No,0,Equipment,Medium,Workshop,Unsafe Driving,Training Deficiency,21370,,92.8,Stable,Low,Clear,Welding,Welder,781,44,2021,1,5,8,4,0,3,1,0.821738836,1,5,Advanced,2,4,1.95,177,9,Major Rainy Season,2,4,1,1,51.74440567,High Risk
IN-18-08-2021-010,AngloGold Ashanti,Obuasi,8/18/2021,Day,Yes,1,Electrical,High Potential,Workshop,Environmental Conditions,Training Deficiency,31062,Excavator,70,Stable,Low,Rain,Driving,Mechanic,902,24,2021,1,2,8,2,0,3,2,2.224140275,4,5,Basic,4,2,2.05,177,5,Major Rainy Season,4,1,1,3,58.16793809,High Risk
IN-03-09-2021-010,Newmont,Damang,9/3/2021,Day,Yes,1,Fire,Low,Workshop,Human Error,Training Deficiency,43314,Excavator,79.6,Highly Fractured,Low,Clear,Lifting,Welder,496,43,2021,3,3,9,4,0,3,0,3.641739989,1,3,Basic,4,2,1.7,177,16,Transition Season,4,3,1,1,30.21850057,Medium Risk
IN-26-09-2021-010,Gold Fields,Damang,9/26/2021,Day,Yes,1,Chemical,Critical Potential,Workshop,Design / Layout Deficiency,Procedural Failure,33276,,86.6,Moderate Fracturing,High,Clear,Driving,Mechanic,963,22,2021,4,2,9,6,1,3,3,4.200352654,1,5,Intermediate,3,2,2.8,177,23,Transition Season,2,1,1,1,35.94038888,Medium Risk
IN-08-10-2021-010,Gold Fields,Tarkwa,10/8/2021,Day,No,0,Fire,Low,Workshop,Lack of Risk Assessment,Training Deficiency,28132,,85.8,Stable,Moderate,Clear,Lifting,Welder,971,7,2021,3,3,10,4,0,4,0,1.366584851,1,3,Basic,4,2,1.7,177,12,Transition Season,2,3,1,1,14.57655113,Low Risk
IN-12-10-2021-010,Gold Fields,Tarkwa,10/12/2021,Night,No,0,Equipment,Medium,Workshop,Unsafe Driving,Procedural Failure,6141,Crusher,78,Highly Fractured,Low,Clear,Lifting,Supervisor,767,43,2021,1,3,10,1,0,4,1,0.102393505,1,3,Intermediate,3,4,1.7,177,4,Transition Season,2,4,1,1,39.32060337,Medium Risk
IN-17-10-2021-010,AngloGold Ashanti,Obuasi,10/17/2021,Night,Yes,1,Equipment,Medium,Workshop,Inadequate Supervision,Human Behaviour,30518,,95.6,Moderate Fracturing,Low,Rain,Equipment Operation,Mechanic,765,7,2021,1,4,10,6,1,4,1,4.395890363,4,4,Intermediate,3,4,2.15,177,5,Transition Season,2,4,1,3,64.09823391,High Risk
IN-18-10-2021-010,AngloGold Ashanti,Ahafo,10/18/2021,Night,No,0,Equipment,Medium,Workshop,Poor Maintenance,Procedural Failure,16120,,82.5,Moderate Fracturing,Low,Rain,Welding,Operator,1036,19,2021,1,5,10,0,0,4,1,15.69534192,4,4,Advanced,2,4,2.25,177,1,Transition Season,2,4,1,1,60.3977913,High Risk
IN-26-10-2021-010,AngloGold Ashanti,Damang,10/26/2021,Day,Yes,1,Chemical,Medium,Workshop,Poor Maintenance,Training Deficiency,16826,Loader,75.3,Stable,Low,Clear,Welding,Operator,324,2,2021,4,5,10,1,0,4,1,0.240522185,1,2,Intermediate,3,2,2.55,177,8,Transition Season,2,3,1,1,38.98048306,Medium Risk
IN-19-11-2021-010,Newmont,Tarkwa,11/19/2021,Day,No,0,Vehicle,High Potential,Workshop,Unsafe Driving,Human Behaviour,37441,Loader,83.6,Highly Fractured,Moderate,Rain,Welding,Supervisor,434,43,2021,2,5,11,4,0,4,2,1.349136694,4,2,Intermediate,3,2,2.7,177,24,Transition Season,2,3,1,1,59.61399831,High Risk
IN-24-11-2021-010,Newmont,Obuasi,11/24/2021,Night,Yes,1,Chemical,Low,Workshop,Inadequate Supervision,Equipment Failure,15503,Loader,92.3,Highly Fractured,Low,Clear,Lifting,Driver,748,20,2021,4,3,11,2,0,4,0,0.192115607,1,4,Basic,4,4,2.15,177,5,Transition Season,2,4,1,1,27.34047374,Low Risk
IN-14-12-2021-010,Newmont,Damang,12/14/2021,Day,Yes,1,Fire,Medium,Workshop,Design / Layout Deficiency,Human Behaviour,20042,Excavator,92.6,Stable,Moderate,Rain,Maintenance,Welder,1034,18,2021,3,4,12,1,0,4,1,0.504451739,4,3,Intermediate,3,2,2.45,177,20,Dry Season,4,3,1,1,57.06391698,High Risk
IN-17-12-2021-010,AngloGold Ashanti,Damang,12/17/2021,Day,Yes,1,Fall of Ground,Medium,Workshop,Environmental Conditions,Training Deficiency,36486,Truck,73.9,Moderate Fracturing,Low,Clear,Lifting,Driver,834,20,2021,1,3,12,4,0,4,1,2.595188867,1,5,Basic,4,2,1.55,177,3,Dry Season,2,3,1,1,26.55668075,Low Risk
IN-20-12-2021-010,AngloGold Ashanti,Tarkwa,12/20/2021,Day,Yes,1,Chemical,Medium,Workshop,Design / Layout Deficiency,Procedural Failure,25058,Loader,76.8,Moderate Fracturing,High,Clear,Welding,Mechanic,281,28,2021,4,5,12,0,0,4,1,13.98870688,1,3,Intermediate,3,2,2.55,177,3,Dry Season,2,3,1,1,38.98048306,Medium Risk
IN-20-12-2021-010,Newmont,Obuasi,12/20/2021,Day,No,0,Fall of Ground,Medium,Workshop,Unsafe Driving,Procedural Failure,25584,,66.2,Stable,Low,Rain,Driving,Supervisor,779,0,2021,1,2,12,0,0,4,1,3.404926156,4,2,Intermediate,3,2,1.65,177,0,Dry Season,2,1,1,3,30.54585902,Medium Risk
IN-25-12-2021-010,AngloGold Ashanti,Ahafo,12/25/2021,Night,No,0,Electrical,Medium,Workshop,Unsafe Driving,Human Behaviour,18379,Crusher,86.2,Stable,Low,High Dust,Lifting,Driver,758,6,2021,1,3,12,5,1,4,1,1.179449804,,4,Intermediate,3,4,,177,5,Dry Season,2,4,1,3,46.34848525,Medium Risk
IN-24-01-2022-010,Gold Fields,Ahafo,1/24/2022,Night,No,0,Vehicle,Critical Potential,Workshop,Inadequate Supervision,Training Deficiency,29335,Excavator,85.7,Stable,Low,Clear,Equipment Operation,Supervisor,482,30,2022,2,4,1,0,0,1,3,1.487675403,1,2,Basic,4,4,2.85,177,30,Dry Season,4,4,1,1,85.13471322,Critical Risk
IN-26-01-2022-010,AngloGold Ashanti,Tarkwa,1/26/2022,Day,No,0,Electrical,Medium,Workshop,Inadequate Supervision,Human Behaviour,39039,Crusher,88.1,Stable,Low,Rain,Welding,Welder,206,28,2022,1,5,1,2,0,1,1,9.940319391,4,4,Advanced,2,2,2.05,177,2,Dry Season,2,3,1,1,47.63386869,Medium Risk
IN-06-02-2022-010,AngloGold Ashanti,Damang,2/6/2022,Day,No,0,Fire,High Potential,Workshop,Unsafe Driving,Human Behaviour,14306,,93.3,Stable,Low,Rain,Welding,Supervisor,1080,32,2022,3,5,2,6,1,1,2,2.515288846,4,2,Advanced,2,2,2.9,177,11,Dry Season,2,3,1,1,59.61399831,High Risk
IN-10-02-2022-010,AngloGold Ashanti,Tarkwa,2/10/2022,Day,Yes,1,Equipment,Medium,Workshop,Inadequate Supervision,Environmental Condition,27010,Crusher,88.9,Moderate Fracturing,Low,High Dust,Equipment Operation,Operator,261,14,2022,1,4,2,3,0,1,1,0.707835797,,3,Basic,4,2,,177,4,Dry Season,2,3,1,3,39.79646379,Medium Risk
IN-10-02-2022-010,Newmont,Obuasi,2/10/2022,Night,No,0,Vehicle,Medium,Workshop,Unsafe Driving,Human Behaviour,24610,Loader,68.6,Highly Fractured,Low,Clear,Driving,Mechanic,710,11,2022,2,2,2,3,0,1,1,9.677179245,1,3,Basic,4,4,1.85,177,0,Dry Season,2,2,1,1,24.74405224,Low Risk
IN-19-02-2022-010,AngloGold Ashanti,Obuasi,2/19/2022,Day,Yes,1,Fall of Ground,Critical Potential,Workshop,Inadequate Supervision,Procedural Failure,43163,Excavator,93.7,Highly Fractured,High,Clear,Welding,Mechanic,1100,24,2022,1,5,2,5,1,1,3,2.548895085,1,4,Intermediate,3,2,2.5,177,9,Dry Season,4,3,1,1,78.58269175,Critical Risk
IN-21-02-2022-010,Gold Fields,Tarkwa,2/21/2022,Day,No,0,Vehicle,Medium,Workshop,Human Error,Training Deficiency,16999,Crusher,71,Highly Fractured,Low,Rain,Welding,Operator,1033,44,2022,2,5,2,0,0,1,1,14.29766746,4,4,Advanced,2,2,2.3,177,2,Dry Season,2,3,1,1,47.63386869,Medium Risk
IN-22-02-2022-010,Newmont,Ahafo,2/22/2022,Day,Yes,1,Chemical,Low,Workshop,Unsafe Driving,Training Deficiency,28501,Loader,76.7,Highly Fractured,Low,Clear,Lifting,Mechanic,405,36,2022,4,3,2,1,0,1,0,0.954751278,1,3,Basic,4,2,1.95,177,1,Dry Season,2,3,1,1,14.57655113,Low Risk
IN-22-02-2022-010,AngloGold Ashanti,Tarkwa,2/22/2022,Day,No,0,Fire,Critical Potential,Workshop,Poor Maintenance,Training Deficiency,22375,Crusher,66.3,Highly Fractured,Low,Clear,Equipment Operation,Supervisor,1052,10,2022,3,4,2,1,0,1,3,9.485843674,1,4,Basic,4,2,2.9,177,0,Dry Season,2,3,1,1,56.72884115,High Risk
IN-07-03-2022-010,Newmont,Tarkwa,3/7/2022,Day,No,0,Fall of Ground,High Potential,Workshop,Inadequate Supervision,Procedural Failure,40303,,94.4,Stable,Low,Rain,Driving,Welder,1057,11,2022,1,2,3,0,0,1,2,3.486368912,4,3,Intermediate,3,2,2,177,13,Minor Rainy Season,2,1,1,3,42.52598865,Medium Risk
IN-14-04-2022-010,Newmont,Tarkwa,4/14/2022,Day,No,0,Electrical,Critical Potential,Workshop,Lack of Risk Assessment,Human Behaviour,14968,,71.7,Moderate Fracturing,Moderate,Clear,Driving,Operator,225,13,2022,1,2,4,3,0,2,3,14.09495163,1,2,Intermediate,3,2,2.05,177,38,Minor Rainy Season,2,1,1,1,35.94038888,Medium Risk
IN-06-07-2022-010,Gold Fields,Obuasi,7/6/2022,Day,Yes,1,Equipment,Medium,Workshop,Unsafe Driving,Human Behaviour,6378,Truck,68,Moderate Fracturing,Moderate,Clear,Welding,Mechanic,901,40,2022,1,5,7,2,0,3,1,11.76403348,1,4,Intermediate,3,2,1.8,177,83,Major Rainy Season,2,3,1,1,38.98048306,Medium Risk
IN-11-07-2022-010,AngloGold Ashanti,Damang,7/11/2022,Day,No,0,Fall of Ground,Critical Potential,Workshop,Lack of Risk Assessment,Equipment Failure,12349,Excavator,73.4,Moderate Fracturing,Low,Clear,Lifting,Operator,745,24,2022,1,3,7,0,0,3,3,0.921073674,1,2,Intermediate,3,2,2.2,177,5,Major Rainy Season,4,3,1,1,66.15888945,High Risk
IN-17-07-2022-010,Gold Fields,Damang,7/17/2022,Night,No,0,Equipment,Medium,Workshop,Human Error,Human Behaviour,20997,Crusher,97.9,Highly Fractured,Low,Clear,Lifting,Supervisor,993,32,2022,1,3,7,6,1,3,1,7.471374158,1,3,Basic,4,4,1.75,177,6,Major Rainy Season,2,4,1,1,39.32060337,Medium Risk
IN-02-08-2022-010,Gold Fields,Tarkwa,8/2/2022,Day,Yes,1,Equipment,Critical Potential,Workshop,Unsafe Driving,Training Deficiency,26045,Excavator,91.8,Moderate Fracturing,Moderate,Clear,Driving,Supervisor,390,10,2022,1,2,8,1,0,3,3,3.053871142,1,3,Intermediate,3,2,2.05,177,16,Major Rainy Season,4,1,1,1,51.58233832,High Risk
IN-22-08-2022-010,Gold Fields,Tarkwa,8/22/2022,Day,Yes,1,Equipment,Low,Workshop,Poor Maintenance,Environmental Condition,8158,Truck,92.1,Moderate Fracturing,Low,Clear,Lifting,Supervisor,898,3,2022,1,3,8,0,0,3,0,1.291778137,1,2,Basic,4,2,1.2,177,20,Major Rainy Season,2,3,1,1,14.57655113,Low Risk
IN-11-09-2022-010,Gold Fields,Obuasi,9/11/2022,Day,Yes,1,Equipment,Critical Potential,Workshop,Environmental Conditions,Equipment Failure,17665,,88.3,Stable,Low,Clear,Driving,Operator,604,18,2022,1,2,9,6,1,3,3,0.142603077,1,5,Basic,4,2,2.1,177,20,Transition Season,2,1,1,1,35.94038888,Medium Risk
IN-15-09-2022-010,Newmont,Tarkwa,9/15/2022,Day,No,0,Fire,Low,Workshop,Human Error,Environmental Condition,10840,Excavator,91.4,Moderate Fracturing,Low,Clear,Welding,Driver,414,16,2022,3,5,9,3,0,3,0,0.635581876,1,5,Advanced,2,2,1.9,177,4,Transition Season,4,3,1,1,42.64230288,Medium Risk
IN-22-09-2022-010,Newmont,Obuasi,9/22/2022,Night,Yes,1,Fall of Ground,Critical Potential,Workshop,Unsafe Driving,Training Deficiency,8083,Truck,88.8,Moderate Fracturing,Low,Rain,Driving,Welder,1040,12,2022,1,2,9,3,0,3,3,3.264460436,4,3,Basic,4,4,2.6,177,7,Transition Season,2,2,1,3,67.27004089,High Risk
IN-07-11-2022-010,AngloGold Ashanti,Obuasi,11/7/2022,Night,No,0,Chemical,Medium,Workshop,Poor Maintenance,Environmental Condition,9042,Loader,94,Highly Fractured,Low,Rain,Driving,Driver,242,10,2022,4,2,11,0,0,4,1,0.027010723,4,3,Basic,4,4,2.65,177,46,Transition Season,2,2,1,3,43.30978164,Medium Risk
IN-08-11-2022-010,AngloGold Ashanti,Obuasi,11/8/2022,Day,No,0,Electrical,Medium,Workshop,Unsafe Driving,Human Behaviour,15109,,83.8,Moderate Fracturing,Moderate,Clear,Equipment Operation,Supervisor,1038,12,2022,1,4,11,1,0,4,1,1.580285447,1,3,Basic,4,2,1.7,177,1,Transition Season,2,3,1,1,32.7685819,Medium Risk
IN-17-11-2022-010,AngloGold Ashanti,Obuasi,11/17/2022,Night,No,0,Fall of Ground,Medium,Workshop,Unsafe Driving,Environmental Condition,34841,Excavator,88.3,Highly Fractured,Low,Rain,Lifting,Operator,1038,44,2022,1,3,11,3,0,4,1,9.218901708,4,3,Intermediate,3,4,2,177,9,Transition Season,4,4,1,1,63.61593845,High Risk
IN-01-12-2022-010,Newmont,Tarkwa,12/1/2022,Night,Yes,1,Equipment,High Potential,Workshop,Human Error,Human Behaviour,23825,Excavator,74.6,Highly Fractured,High,Clear,Equipment Operation,Mechanic,915,14,2022,1,4,12,3,0,4,2,5.383385438,1,4,Basic,4,4,2.25,177,14,Dry Season,4,4,1,1,73.15458359,Critical Risk
IN-13-12-2022-010,Gold Fields,Tarkwa,12/13/2022,Day,Yes,1,Vehicle,Critical Potential,Workshop,Environmental Conditions,Environmental Condition,11841,Truck,94.3,Stable,Moderate,Clear,Maintenance,Operator,857,5,2022,2,4,12,1,0,4,3,2.08723951,1,4,Intermediate,3,2,2.6,177,12,Dry Season,2,3,1,1,56.72884115,High Risk
IN-22-12-2022-010,Gold Fields,Obuasi,12/22/2022,Day,No,0,Vehicle,High Potential,Workshop,Human Error,Procedural Failure,44390,Truck,70.4,Moderate Fracturing,Low,Rain,Maintenance,Operator,694,38,2022,2,4,12,3,0,4,2,5.678903359,4,3,Intermediate,3,2,2.55,177,9,Dry Season,2,3,1,1,53.40209716,High Risk
IN-01-01-2023-010,AngloGold Ashanti,Tarkwa,1/1/2023,Day,No,0,Electrical,Critical Potential,Workshop,Human Error,Environmental Condition,29111,Truck,67.8,Highly Fractured,Low,Clear,Welding,Driver,886,5,2023,1,5,1,6,1,1,3,4.465147792,1,3,Advanced,2,2,2.45,177,10,Dry Season,2,3,1,1,62.94074231,High Risk
IN-09-01-2023-010,Gold Fields,Ahafo,1/9/2023,Day,No,0,Fall of Ground,Low,Workshop,Inadequate Supervision,Training Deficiency,34505,Excavator,78.5,Stable,Low,Rain,Driving,Driver,636,14,2023,1,2,1,0,0,1,0,2.635932213,4,2,Intermediate,3,2,1.3,177,8,Dry Season,4,1,1,3,34.20767884,Medium Risk
IN-13-01-2023-010,Newmont,Tarkwa,1/13/2023,Day,No,0,Equipment,Low,Workshop,Lack of Risk Assessment,Training Deficiency,14969,,85.7,Stable,High,Clear,Driving,Driver,621,25,2023,1,2,1,4,0,1,0,5.555246232,1,5,Basic,4,2,1.05,177,4,Dry Season,2,1,1,1,0,Low Risk
IN-13-01-2023-010,Newmont,Obuasi,1/13/2023,Night,Yes,1,Fall of Ground,Medium,Workshop,Design / Layout Deficiency,Equipment Failure,15871,Excavator,87,Stable,Moderate,Clear,Driving,Welder,659,8,2023,1,2,1,4,0,1,1,1.673568353,1,4,Intermediate,3,4,1.55,177,0,Dry Season,4,2,1,1,40.38600169,Medium Risk
IN-14-01-2023-010,Newmont,Obuasi,1/14/2023,Night,Yes,1,Chemical,Medium,Workshop,Lack of Risk Assessment,Human Behaviour,24049,Truck,82.1,Moderate Fracturing,Low,High Dust,Equipment Operation,Driver,386,14,2023,4,4,1,5,1,1,1,7.31967033,,4,Basic,4,4,,177,1,Dry Season,2,4,1,3,52.5603864,High Risk
IN-18-01-2023-010,AngloGold Ashanti,Obuasi,1/18/2023,Day,No,0,Vehicle,Low,Workshop,Poor Maintenance,Environmental Condition,37408,Loader,67.5,Stable,Low,Clear,Driving,Driver,300,11,2023,2,2,1,2,0,1,0,7.905904636,1,5,Basic,4,2,1.3,177,4,Dry Season,2,1,1,1,0,Low Risk
IN-23-01-2023-010,AngloGold Ashanti,Ahafo,1/23/2023,Day,No,0,Vehicle,Critical Potential,Workshop,Unsafe Driving,Training Deficiency,25858,Crusher,81,Stable,Moderate,Rain,Maintenance,Welder,1098,25,2023,2,4,1,0,0,1,3,0.044756829,4,2,Intermediate,3,2,2.9,177,5,Dry Season,2,3,1,1,65.38222679,High Risk
IN-23-01-2023-010,Newmont,Ahafo,1/23/2023,Night,No,0,Vehicle,Critical Potential,Workshop,Unsafe Driving,Human Behaviour,34680,Loader,82.7,Stable,Low,Clear,Equipment Operation,Welder,1155,11,2023,2,4,1,0,0,1,3,0.158588398,1,4,Basic,4,4,2.85,177,0,Dry Season,2,4,1,1,69.49276377,High Risk
IN-08-02-2023-010,AngloGold Ashanti,Tarkwa,2/8/2023,Night,Yes,1,Electrical,Medium,Workshop,Inadequate Supervision,Training Deficiency,31739,,95.6,Highly Fractured,Low,Clear,Maintenance,Supervisor,508,17,2023,1,4,2,2,0,1,1,13.09314476,1,2,Advanced,2,4,1.8,177,16,Dry Season,2,4,1,1,45.53250452,Medium Risk
IN-11-02-2023-010,AngloGold Ashanti,Ahafo,2/11/2023,Night,No,0,Fire,Medium,Workshop,Lack of Risk Assessment,Environmental Condition,38146,Loader,95.6,Moderate Fracturing,Low,Fog,Lifting,Supervisor,957,2,2023,3,3,2,5,1,1,1,0.813549039,2,4,Basic,4,4,2.35,177,3,Dry Season,2,4,1,1,42.20506524,Medium Risk
IN-11-02-2023-010,Gold Fields,Ahafo,2/11/2023,Night,No,0,Fall of Ground,Critical Potential,Workshop,Inadequate Supervision,Environmental Condition,36359,Excavator,83.8,Moderate Fracturing,Low,Clear,Driving,Driver,553,22,2023,1,2,2,5,1,1,3,1.128008349,1,2,Intermediate,3,4,2.25,177,0,Dry Season,4,2,1,1,64.34626094,High Risk
